,title,source,description,url,publishedAt,content
57,"Larry Summers says the Fed has inflation on the ropes, calls out crypto frauds, and bemoans the debt-ceiling fiasco. Here are the ex-Treasury chief's 12 best",Biztoc.com,"Larry Summers. NICHOLAS KAMM/AFP via Getty Images The Fed may only have to hike interest rates once more to beat inflation, Larry Summers says. The former Treasury secretary calls out crypto frauds and pushes for stronger banking regulation. He compares Repub",https://biztoc.com/x/aa85a8cbea8cbca7,1682077207,"Larry Summers.NICHOLAS KAMM/AFP via Getty ImagesThe Fed may only have to hike interest rates once more to beat inflation, Larry Summers says.The former Treasury secretary calls out crypto frauds and  [+332 chars]"
58,311 Billion Shiba Inu (SHIB) Grabbed by Top Whale as Price Hangs at Key Level,Biztoc.com,"As the Shiba Inu price reaches a decisive support level, crypto data tracker WhaleStats has reported top whales buying the Shiba Inu dip. Whales, or large holders, are typically known to take advantage of periods of price dips or consolidation to buy at a dis",https://biztoc.com/x/4d02b4273b5bc9d3,1682077087,"As the Shiba Inu price reaches a decisive support level, crypto data tracker WhaleStats has reported top whales buying the Shiba Inu dip. Whales, or large holders, are typically known to take advanta [+253 chars]"
59,Unleashing the Green Economy: How Blockchain Can Transform Climate-Friendly Investment Opportunities,Biztoc.com,"Join the most important conversation in crypto and Web3 taking place in Austin, Texas, April 26-28. Join the most important conversation in crypto and Web3 taking place in Austin, Texas, April 26-28. In the face of mounting urgency to address climate change, ",https://biztoc.com/x/ca7ad6ec38a9569c,1682077086,"Join the most important conversation in crypto and Web3 taking place in Austin, Texas, April 26-28.Join the most important conversation in crypto and Web3 taking place in Austin, Texas, April 26-28.I [+240 chars]"
60,311 Billion Shiba Inu (SHIB) Grabbed by Top Whale as Price Hangs at Key Level,U.Today,Shiba Inu (SHIB) sees massive purchase by major whale as price dips,https://u.today/311-billion-shiba-inu-shib-grabbed-by-top-whale-as-price-hangs-at-key-level,1682076900,Disclaimer: The opinion expressed here is not investment advice it is provided for informational purposes only. It does not necessarily reflect the opinion of U.Today. Every investment and all tradin [+2021 chars]
61,New Study Reveals Most Popular Play-to-Earn Online Crypto Games,Biztoc.com,"Blockchain gaming has witnessed a surge in adoption rates globally. Play-to-earn crypto games primarily have provided ways to engage users, but are there any drawbacks to this model? The concept of blockchain gaming has been around since the early days of c",https://biztoc.com/x/c41aebd95048bc09,1682076487,"Blockchain gaming has witnessed a surge in adoption rates globally. Play-to-earn crypto games primarily have provided ways to engage users, but are there any drawbacks to this model? The concept of b [+333 chars]"
62,$190B Ontario pension says no to crypto after FTX investment loss,Biztoc.com,The Onatario Teachers Pension Plan (OTPP) has decided to steer its investment away from cryptocurrencies. The decision comes after the OTPP  which manages over $190 billion in assets  lost the entirety of its $95 million investment in crypto exchange FTX a,https://biztoc.com/x/ad7bc0e78b9215fc,1682076366,The Onatario Teachers Pension Plan (OTPP) has decided to steer its investment away from cryptocurrencies.The decision comes after the OTPP which manages over $190 billion in assets lost the entirety  [+273 chars]
63,"SBF was constantly spreading fake rumors about Binance chief Changpeng Zhao, exec claims",Biztoc.com,"Samuel Bankman-Fried repeatedly spread false or racist rumors about Binance CEO Changpeng Zhao before the collapse of Bankman-Frieds crypto exchange FTX, according to Binance Chief Strategy Officer Patrick Hillman. Sam was CONSTANTLY spreading fake rumors a",https://biztoc.com/x/486c029fecd3b71a,1682076127,"Samuel Bankman-Fried repeatedly spread false or racist rumors about Binance CEO Changpeng Zhao before the collapse of Bankman-Frieds crypto exchange FTX, according to Binance Chief Strategy Officer P [+343 chars]"
64,"Bitcoin's Dominance Rate Runs Into Familiar Resistance, Hints at 'Altcoin Season' Ahead",CoinDesk,"Bitcoin's dominance rate is again stuck at 48%, suggesting a potential for ""altcoin boom"" in weeks ahead.",https://www.coindesk.com/markets/2023/04/21/bitcoins-dominance-rate-runs-into-familiar-resistance-hints-at-altcoin-season-ahead/,1682076089,"The increase in bitcoin's (BTC) dominance rate, or the largest cryptocurrency's share of the market, has halted, hinting at the potential outperformance of alternative tokens (altcoins) ahead.
Data  [+1498 chars]"
65,$190B Ontario pension says no to crypto after FTX investment loss,Cointelegraph,The pension fund is now looking to direct its investment toward more traditional markets such as real estate and aiming to gain exposure to the private credit sector.,https://cointelegraph.com/news/190b-ontario-pension-says-no-to-crypto-after-ftx-investment-collapse,1682076073,"The Onatario Teachers Pension Plan has decided to steer its investment away from cryptocurrencies.
The decision comes after the OTPP which manages over $190 billion in assets lost the entirety of  [+2097 chars]"
66,Uqbar,Biztoc.com,"Building a truly decentralised, peer-to-peer network, based on a built-in identity system, limits the ecosystems interoperability with the outside world. Onboarding developers and users to Urbit was only the first hurdle. On-ramping crypto was a whole differ",https://biztoc.com/x/cc94590b6d373844,1682075936,"Building a truly decentralised, peer-to-peer network, based on a built-in identity system, limits the ecosystems interoperability with the outside world. Onboarding developers and users to Urbit was  [+299 chars]"
67,"Larry Summers says the Fed has inflation on the ropes, calls out crypto frauds, and bemoans the debt-ceiling fiasco. Here are the ex-Treasury chief's 12 best quotes from a new interview.",Business Insider,"The Fed's final interest-rate hike might be in May, stagflation remains a risk, and banking regulation may need an overhaul, Larry Summers said.",https://markets.businessinsider.com/news/stocks/summers-fed-inflation-recession-banking-crisis-crypto-fraud-debt-ceiling-2023-4,1682075932,"The Federal Reserve might only need to hike interest rates once more to conquer inflation, but there's still a risk of ""stagflation"" or a painful combination of soaring prices and stagnant economic g [+3801 chars]"
68,Americans view crypto investing as unreliable. Theyre right,Biztoc.com,Cryptocurrency investing is like going to a ritzy casino  the sights and sounds of winning dont mean the vast majority of people are richer than when they started playing. Its all part of the lure and illusion. If you have a personal finance question for W,https://biztoc.com/x/f2dd30f048140716,1682075911,Cryptocurrency investing is like going to a ritzy casino the sights and sounds of winning dont mean the vast majority of people are richer than when they started playing. Its all part of the lure and [+325 chars]
69,"Crypto wrap: Profit booking, UK inflation data pull major tokens down",Business Standard,"Crypto Crash: After a good show in the first half of the week, major crypto tokens saw major sell-off",https://www.business-standard.com/markets/cryptocurrency/crypto-wrap-profit-booking-uk-inflation-data-pull-major-tokens-down-123042100721_1.html,1682075853,"Unsubscribe to continue
This is a subscriber only feature Subscribe Now to get daily updates on WhatsApp"
70,Russian Central Bank Plans to Allow Cryptocurrency Mining for Cross-Border Deals,Biztoc.com,"Russian Central Bank Plans to Allow Cryptocurrency Mining for Cross-Border Deals The Global Crypto Market Cap is down by 1.87% to $1.19T at the time of writing this article. Over the past 24 hours, the overall volume of the Cryptocurrency Market has decreased",https://biztoc.com/x/5c5684bff32d57e0,1682075767,"Russian Central Bank Plans to Allow Cryptocurrency Mining for Cross-Border DealsThe Global Crypto Market Cap is down by 1.87% to $1.19T at the time of writing this article. Over the past 24 hours, th [+296 chars]"
71,Google Merges AI Teams Under DeepMind Banner,Decrypt,Google parent company Alphabet is bringing its Brain and DeepMind AI teams under one roof with the launch of Google DeepMind.,https://decrypt.co/137448/google-merges-ai-teams-under-deepmind-banner,1682075667,"Google parent company Alphabet has announced the launch of Google DeepMind, a new AI-focused group within the company that combines its existing DeepMind and Brain teams.
The move will ""significantl [+2741 chars]"
72,Binance full steam ahead in crypto positive MENA region,Biztoc.com,"Virtual asset laws in the Middle East and North Africa region (MENA) have given it a competitive advantage in cryptocurrency markets and trading. Binance is taking advantage. Binance licenced in MENA Binance, the largest cryptocurrency trading platform in the",https://biztoc.com/x/bfac5ecdf940d5ab,1682075408,Virtual asset laws in the Middle East and North Africa region (MENA) have given it a competitive advantage in cryptocurrency markets and trading. Binance is taking advantage.Binance licenced in MENAB [+299 chars]
73,OKB Unfazed By Crypto Market Bloodshed With 22% Gain Today,Biztoc.com,"OKB, the native cryptocurrency of the OKX exchange, is defying the odds in the midst of the current crypto market downturn, registering an unexpected surge in price and demand. Despite the latest turbulence in the crypto industry, OKB has managed to maintain ",https://biztoc.com/x/039db00254f5e5de,1682075287,"OKB, the native cryptocurrency of the OKX exchange, is defying the odds in the midst of the current crypto market downturn, registering an unexpected surge in price and demand. Despite the latest tur [+283 chars]"
74,"Vinanz raises GBP755,000 in IPO, buys Bitcoin assets from Valereum",Marketscreener.com,"(marketscreener.com) Vinanz Ltd on Friday said it began trading on AQSE in London, after raising GBP775,000 at its initial public offering, and also bought Bitcoin mining assets from Valereum PLCVinanz is a company aiming to build a Bitcoin mining operation",https://www.marketscreener.com/quote/stock/PCG-ENTERTAINMENT-PLC-19156922/news/Vinanz-raises-GBP755-000-in-IPO-buys-Bitcoin-assets-from-Valereum-43602127/?utm_medium=RSS&utm_content=20230421,1682075171,"(Alliance News) - Vinanz Ltd on Friday said it began trading on AQSE in London, after raising GBP775,000 at its initial public offering, and also bought Bitcoin mining assets from Valereum PLC
Vinan [+1095 chars]"
75,Report: Web3 funding from VCs craters in 2023 Q1,Music Ally,"A new Crunchbase report says that VC funding into web3 has plummeted 82% year to year, dropping from $9.1 billion in Q1 of 2022 to only $1.7 billion"".The post Report: Web3 funding from VCs craters in 2023 Q1 appeared first on Music Ally.",https://musically.com/2023/04/21/report-web3-funding-from-vcs-craters-in-2023-q1/,1682075159,"One of the slightly unnerving aspects of the last few years is how quickly new technologies have been strongly hyped as the Next Big Thing, and then seemingly dropped like a hot potato as attention m [+2274 chars]"
76,Is ETH a Security? Why Gary Gensler Couldnt Give Congress a Straight Answer,Biztoc.com,"It got heated this week on Capitol Hill with SEC Chair Gary Gensler testifying before the House Financial Services Committee on his agencys efforts to rein in the U.S. crypto industry. Jason Gottlieb, partner at Morrison Cohen, unpacks what was said and whet",https://biztoc.com/x/cf556c374238a9e6,1682075086,It got heated this week on Capitol Hill with SEC Chair Gary Gensler testifying before the House Financial Services Committee on his agencys efforts to rein in the U.S. crypto industry. Jason Gottlieb [+310 chars]
77,Proof of Reserve bill passes in Texas House of Representatives,Biztoc.com,"The Texas House of Representatives approved a bill that would require crypto exchanges to maintain reserves in an amount sufficient to fulfill all obligations to customers on April 20. Should the bill pass the Senate and receive the governors signature, it",https://biztoc.com/x/64b70a9803bdbf47,1682074929,The Texas House of Representatives approved a bill that would require crypto exchanges to maintain reserves in an amount sufficient to fulfill all obligations to customers on April 20.Should the bill [+267 chars]
78,Introducing Crypto Family: A Groundbreaking Platform for the Cryptocurrency Community,Yahoo Entertainment,"Crypto Family Group, which aims to be a leader in Decentralized Finance (DeFi), offers a unique opportunity for its members to rent Family NFT through a...",https://finance.yahoo.com/news/introducing-crypto-family-groundbreaking-platform-110000282.html,1682074800,"DUBAI, UAE / ACCESSWIRE / April 21, 2023 / Crypto Family Group, which aims to be a leader in Decentralized Finance (DeFi), offers a unique opportunity for its members to rent Family NFT through a ren [+3308 chars]"
79,Binance full steam ahead in crypto positive MENA region,Crypto Daily,"Virtual asset laws in the Middle East and North Africa region (MENA) have given it a competitive advantage in cryptocurrency markets and trading. Binance is taking advantage.Binance licenced in MENABinance, the largest cryptocurrency trading platform in the",https://cryptodaily.co.uk/2023/04/binance-full-steam-ahead-in-crypto-positive-mena-region,1682074734,"Virtual asset laws in the Middle East and North Africa region (MENA) have given it a competitive advantage in cryptocurrency markets and trading. Binance is taking advantage.
Binance licenced in MEN [+2298 chars]"
80,United States to Float New Crypto Legislation Aimed at Restructuring Digital Assets Market,Biztoc.com,"Coinspeaker United States to Float New Crypto Legislation Aimed at Restructuring Digital Assets Market United States first major crypto legislation is currently in the works and from all indications, might even not be far from becoming law. In line with this",https://biztoc.com/x/9380fd72a9c77851,1682074685,"CoinspeakerUnited States to Float New Crypto Legislation Aimed at Restructuring Digital Assets MarketUnited States first major crypto legislation is currently in the works and from all indications, m [+296 chars]"
81,Links 4/21/2023,Nakedcapitalism.com,Our luxuriously appointed daily links,https://www.nakedcapitalism.com/2023/04/links-4-21-2023.html,1682074502,"Tiny Worms Get the Munchies, Too Smithsonian
SpaceX giant rocket explodes minutes after launch from Texas AP. Everything after clearing the tower was icing on the cake. Oh.
Getting on an elevator [+11457 chars]"
82,Abu Dhabi's Financial Free Zone Proposes Legal Framework for Decentralized Economy,Biztoc.com,Sandali Handagama is a CoinDesk reporter with a focus on crypto regulation and policy. She does not own any crypto. The Abu Dhabi Global Market's (ADGM) Registration Authority is seeking feedback on its proposed legislative framework for distributed ledger te,https://biztoc.com/x/58e1e6e0a0ff339d,1682074087,Sandali Handagama is a CoinDesk reporter with a focus on crypto regulation and policy. She does not own any crypto.The Abu Dhabi Global Market's (ADGM) Registration Authority is seeking feedback on i [+315 chars]
83,ETH Price Retreats as Nearly $1B in Kraken Staked Ethereum is Withdrawn,Biztoc.com,"Following a lull this week, staked Ethereum withdrawals have ramped up again. The pending withdrawal queue is being processed, and a large chunk of it is down to the Kraken crypto exchange. On April 20, Nansen researchers observed that the second wave of full",https://biztoc.com/x/d4aad2869412c4e9,1682074087,"Following a lull this week, staked Ethereum withdrawals have ramped up again. The pending withdrawal queue is being processed, and a large chunk of it is down to the Kraken crypto exchange.On April 2 [+270 chars]"
84,EU Crypto Industry Applauds MiCA,Biztoc.com,"Explore the policy fallout from the 2022 market crash, the advance of CBDCs and more. Explore the policy fallout from the 2022 market crash, the advance of CBDCs and more. The European Parliament's landslide vote in favor of new crypto licensing rules was lar",https://biztoc.com/x/a31d7c3724d42d8c,1682073728,"Explore the policy fallout from the 2022 market crash, the advance of CBDCs and more.Explore the policy fallout from the 2022 market crash, the advance of CBDCs and more.The European Parliament's lan [+309 chars]"
85,Avorak AI trade algo beta testers find Cartesi (CTSI) and Injective (INJ) worthwhile,ZyCrypto,"Avorak AI trade algo, Avorak Trade, is a trading algorithm using artificial intelligence to analyze market trends and make predictions about various cryptocurrencies performance. Still, in its early stages, beta testers of the Avorak AI trade algo have repor",https://zycrypto.com/avorak-ai-trade-algo-beta-testers-find-cartesi-ctsi-and-injective-inj-worthwhile/,1682073693,"Avorak AI trade algo, Avorak Trade, is a trading algorithm using artificial intelligence to analyze market trends and make predictions about various cryptocurrencies performance. Still, in its early [+3573 chars]"
86,Crypto Meltdown: Market Crash NOT OVER Until This Happens,Biztoc.com,The crypto crash continues with brutal losses and a relentless slow-bleed of Altcoins across the whole crypto market. One piece is ...,https://biztoc.com/x/1815a6a8f181d653,1682073609,"The crypto crash continues with brutal losses and a relentless slow-bleed of Altcoins across the whole crypto market. One piece is ... 
 This story appeared on youtube.com, 2023-04-21."
87,Borrowing Crypto With DeFi? TransUnion Shares Real-world Credit Scores,Biztoc.com,Crypto users can soon provide their credit scores when making blockchain-based credit applications via major US credit bureau TransUnion. TransUnions new crypto-focused service will provide individuals credit scores to blockchain dapps when they apply for D,https://biztoc.com/x/85e5d24584e661f8,1682073248,Crypto users can soon provide their credit scores when making blockchain-based credit applications via major US credit bureau TransUnion.TransUnions new crypto-focused service will provide individual [+304 chars]
88,Fugitive Crypto Exchange Founder Apprehended After $2 Billion Heist,Biztoc.com,The former boss of the Thodex crypto exchange Faruk Fatih Ozer is now in the custody of Turkish authorities. He had been on the run after allegedly executing a $2 billion crypto heist. The fugitive Ozer has been brought back home from Albania after internatio,https://biztoc.com/x/d0eb5af489a84ef9,1682073246,The former boss of the Thodex crypto exchange Faruk Fatih Ozer is now in the custody of Turkish authorities. He had been on the run after allegedly executing a $2 billion crypto heist.The fugitive Oz [+313 chars]
89,These 5 Altcoins Saw Gains This Week Despite the Crypto Market Downturn,Biztoc.com,"BeInCrypto looks at five altcoins that increased the most in this weeks crypto market, specifically from April 14 to 21. The term altcoin refers to cryptocurrencies other than Bitcoin (BTC). These bullish altcoins have stolen the crypto news and cryptocurren",https://biztoc.com/x/00cd5586bf26651f,1682073127,"BeInCrypto looks at five altcoins that increased the most in this weeks crypto market, specifically from April 14 to 21.The term altcoin refers to cryptocurrencies other than Bitcoin (BTC). These bul [+306 chars]"
90,"Dogecoin And Tron are Cold, While The Sparklo Presale Is Hot!",Biztoc.com,"Looking at the crypto market currently, we can see that many prominent coins, such as Dogecoin (DOGE) and Tron (TRX), slowly lose the gains they achieved during a stellar start in 2023. However, Sparklo  a project in Level One of its presale- has taken the s",https://biztoc.com/x/9629272f0cea89ff,1682073126,"Looking at the crypto market currently, we can see that many prominent coins, such as Dogecoin (DOGE) and Tron (TRX), slowly lose the gains they achieved during a stellar start in 2023.However, Spark [+284 chars]"
91,U.S. SEC Warns Advisers They Need to Know Crypto Before Recommending to Clients,Biztoc.com,"U.S. SEC Warns Advisers They Need to Know Crypto Before Recommending to Clients Brokers and investment advisers have to understand crypto and ensure it's in clients best interests before pitching investments, the SEC staff said in a bulletin.",https://biztoc.com/x/e2b3af1b5193e729,1682073005,U.S. SEC Warns Advisers They Need to Know Crypto Before Recommending to ClientsBrokers and investment advisers have to understand crypto and ensure it's in clients best interests before pitching inve [+93 chars]
92,"DigiToads (TOADS), (XLM), (APE) On Crypto Whales Watchlist for 2023",ZyCrypto,"As the cryptocurrency market evolves, crypto whales are constantly looking for the soundest altcoins. Among the top contenders on their watchlist are DigiToads (TOADS), Stellar (XLM), and Apecoin (APE). Each project brings unique value propositions and innova",https://zycrypto.com/digitoads-toads-xlm-ape-on-crypto-whales-watchlist-for-2023/,1682072991,"As the cryptocurrency market evolves, crypto whales are constantly looking for the soundest altcoins. Among the top contenders on their watchlist are DigiToads (TOADS), Stellar (XLM), and Apecoin (AP [+4114 chars]"
93,Ric Edelman Unplugged,thereformedbroker.com,Welcome to the latest episode of The Compound & Friends....The post Ric Edelman Unplugged appeared first on The Reformed Broker.,https://thereformedbroker.com/2023/04/21/ric-edelman-unplugged/,1682072666,"Welcome to the latest episode of The Compound &amp; Friends. This week, Michael Batnick, Ben Carlson, Ric Edelman, and Downtown Josh Brown discuss regulators vs Bitcoin, advice for financial advisors [+1318 chars]"
94,EU Crypto Industry Applauds MiCA  But Looks to Whats Next,CoinDesk,"A Thursday vote sealed the deal on the long-awaited crypto law, but theres still plenty of details to settle.",https://www.coindesk.com/policy/2023/04/21/eu-crypto-industry-applauds-mica-but-looks-to-whats-next/,1682072587,"The European Parliament's landslide vote in favor of new crypto licensing rules was largely met with applause from the industry, but now attention turns to the details that need to be colored in.
A  [+4543 chars]"
95,Integrated Ventures : Releases Unaudited Revenue Results And Announces Reverse Stock Split,Marketscreener.com,"(marketscreener.com) Today, Integrated Ventures, Inc. is providing this Corporate Update, regarding Reverse Stock Split and Preliminary Revenue results for Q3/2023:   > Reverse Stock Split:   Following the consummation of the reverse stock split: the nu",https://www.marketscreener.com/quote/stock/INTEGRATED-VENTURES-INC-120795232/news/Integrated-Ventures-Releases-Unaudited-Revenue-Results-And-Announces-Reverse-Stock-Split-43600050/?utm_medium=RSS&utm_content=20230421,1682072410,"Philadelphia, PA., April 21, 2023 (PR Newswire) - Today, Integrated Ventures, Inc. (""INTV"") (""Company"") is providing this Corporate Update, regarding Reverse Stock Split and Preliminary Revenue resul [+3360 chars]"
96,Industry Leaders Upbeat as EU Parliament Passes Much-Anticipated MiCA Regulation,ZyCrypto,"In a landmark decision on Thursday, the European Union (EU) Parliament passed the EU Markets in Crypto-Assets (MiCA) regulation, bringing the first-ever EU legislation for policing crypto assets one step closer to becoming law.",https://zycrypto.com/industry-leaders-upbeat-as-eu-parliament-passes-much-anticipated-mica-regulation/,1682072229,"In a landmark decision on Thursday, the European Union (EU) Parliament passed the EU Markets in Crypto-Assets (MiCA) regulation, bringing the first-ever EU legislation for policing crypto assets one  [+2866 chars]"
97,"Can Bitcoin Reach $100,000?",Motley Fool,The world's top cryptocurrency is already in bull market territory this year.,https://www.fool.com/investing/2023/04/21/can-bitcoin-reach-100000/,1682072100,To say that Bitcoin(BTC -0.75%) has been on a tear in 2023 would be an understatement: The world's leading cryptocurrency is up more than 70% so far this year as of April 20. This gain not only easil [+3848 chars]
98,"Bitcoin Drops to $28,000 as Marco Pressures Bite",Decrypt,"The crypto markets negative streak continued as prices dipped for a third consecutive day, with Bitcoin briefly slipping below $28,000.",https://decrypt.co/137449/bitcoin-drops-to-28000-as-marco-pressures-bite,1682072092,"Bitcoin's price continued its downturn for a third day, dropping below $28,000 briefly on the morning of April 21. The last trading price of Bitcoin, per CoinGecko data, was $28,070, down 2.7% over t [+1719 chars]"
99,Newly Passed Texas Bill Will Boost Accountability Of Cryptocurrency Exchanges,Biztoc.com,"It has been quite an interesting week for the crypto industry as major cryptocurrency exchanges, including Binance and Coinbase, took a spotlight in the news. While news of digital asset regulations has lingered for a while, the House of Representatives in Te",https://biztoc.com/x/023c29f3de5def0b,1682072048,"It has been quite an interesting week for the crypto industry as major cryptocurrency exchanges, including Binance and Coinbase, took a spotlight in the news. While news of digital asset regulations  [+265 chars]"
