,title,source,description,url,publishedAt,content
53,Avorak AI trade algo beta testers find Cartesi (CTSI) and Injective (INJ) worthwhile,ZyCrypto,"Avorak AI trade algo, Avorak Trade, is a trading algorithm using artificial intelligence to analyze market trends and make predictions about various cryptocurrencies performance. Still, in its early stages, beta testers of the Avorak AI trade algo have repor",https://zycrypto.com/avorak-ai-trade-algo-beta-testers-find-cartesi-ctsi-and-injective-inj-worthwhile/,1682073693,"Avorak AI trade algo, Avorak Trade, is a trading algorithm using artificial intelligence to analyze market trends and make predictions about various cryptocurrencies performance. Still, in its early [+3573 chars]"
54,These 5 Altcoins Saw Gains This Week Despite the Crypto Market Downturn,Biztoc.com,"BeInCrypto looks at five altcoins that increased the most in this weeks crypto market, specifically from April 14 to 21. The term altcoin refers to cryptocurrencies other than Bitcoin (BTC). These bullish altcoins have stolen the crypto news and cryptocurren",https://biztoc.com/x/00cd5586bf26651f,1682073127,"BeInCrypto looks at five altcoins that increased the most in this weeks crypto market, specifically from April 14 to 21.The term altcoin refers to cryptocurrencies other than Bitcoin (BTC). These bul [+306 chars]"
55,Rich Dad Robert Kiyosaki outlines why he loves Bitcoin and says BTC to $100k,Biztoc.com,"Robert Kiyosaki, the world-renowned investor and author of the best-selling personal finance book, Rich Dad Poor Dad, has once again voiced his support for Bitcoin (BTC). In a tweet on April 21, he declared his love for the worlds largest cryptocurrency, c",https://biztoc.com/x/846d193a49dc8352,1682073007,"Robert Kiyosaki, the world-renowned investor and author of the best-selling personal finance book, Rich Dad Poor Dad, has once again voiced his support for Bitcoin (BTC).In a tweet on April 21, he de [+290 chars]"
56,"DigiToads (TOADS), (XLM), (APE) On Crypto Whales Watchlist for 2023",ZyCrypto,"As the cryptocurrency market evolves, crypto whales are constantly looking for the soundest altcoins. Among the top contenders on their watchlist are DigiToads (TOADS), Stellar (XLM), and Apecoin (APE). Each project brings unique value propositions and innova",https://zycrypto.com/digitoads-toads-xlm-ape-on-crypto-whales-watchlist-for-2023/,1682072991,"As the cryptocurrency market evolves, crypto whales are constantly looking for the soundest altcoins. Among the top contenders on their watchlist are DigiToads (TOADS), Stellar (XLM), and Apecoin (AP [+4114 chars]"
57,Integrated Ventures : Releases Unaudited Revenue Results And Announces Reverse Stock Split,Marketscreener.com,"(marketscreener.com) Today, Integrated Ventures, Inc. is providing this Corporate Update, regarding Reverse Stock Split and Preliminary Revenue results for Q3/2023:   > Reverse Stock Split:   Following the consummation of the reverse stock split: the nu",https://www.marketscreener.com/quote/stock/INTEGRATED-VENTURES-INC-120795232/news/Integrated-Ventures-Releases-Unaudited-Revenue-Results-And-Announces-Reverse-Stock-Split-43600050/?utm_medium=RSS&utm_content=20230421,1682072410,"Philadelphia, PA., April 21, 2023 (PR Newswire) - Today, Integrated Ventures, Inc. (""INTV"") (""Company"") is providing this Corporate Update, regarding Reverse Stock Split and Preliminary Revenue resul [+3360 chars]"
58,Nvidia's RTX 4070 Launches Into a Cooling Graphics Card Market,Motley Fool,MSRP means something again.,https://www.fool.com/investing/2023/04/21/nvidia-rtx4070-launch-cooling-graphics-card-market/,1682072400,A combination of soaring demand for PCs and a full-blown cryptocurrency bubble during the first two years of the pandemic led to a severe shortage of graphics cards during that time. Retail prices we [+4119 chars]
59,Rich Dad Robert Kiyosaki outlines why he loves Bitcoin and says BTC to $100k,Finbold.com,"Robert Kiyosaki, the world-renowned investor and author of the best-selling personal finance book, Rich Dad Poor Dad, has once again  ContinuedThe post Rich Dad Robert Kiyosaki outlines why he loves Bitcoin and says BTC to $100k appeared first on Finbol",https://finbold.com/rich-dad-robert-kiyosaki-outlines-why-he-loves-bitcoin-and-says-btc-to-100k/,1682072166,"Robert Kiyosaki, the world-renowned investor and author of the best-selling personal finance book, Rich Dad Poor Dad, has once again voiced his support for Bitcoin (BTC).
In a tweet on April 21, he  [+2336 chars]"
60,"Can Bitcoin Reach $100,000?",Motley Fool,The world's top cryptocurrency is already in bull market territory this year.,https://www.fool.com/investing/2023/04/21/can-bitcoin-reach-100000/,1682072100,To say that Bitcoin(BTC -0.75%) has been on a tear in 2023 would be an understatement: The world's leading cryptocurrency is up more than 70% so far this year as of April 20. This gain not only easil [+3848 chars]
61,Newly Passed Texas Bill Will Boost Accountability Of Cryptocurrency Exchanges,Biztoc.com,"It has been quite an interesting week for the crypto industry as major cryptocurrency exchanges, including Binance and Coinbase, took a spotlight in the news. While news of digital asset regulations has lingered for a while, the House of Representatives in Te",https://biztoc.com/x/023c29f3de5def0b,1682072048,"It has been quite an interesting week for the crypto industry as major cryptocurrency exchanges, including Binance and Coinbase, took a spotlight in the news. While news of digital asset regulations  [+265 chars]"
62,"Analysts Warns of Crypto Market Top As FOMO Hits Bitcoin, Ether",ZyCrypto,"Bitcoin has been on a tear since the beginning of the year, recouping over half of the losses incurred during the 2021-2022 bear cycle.",https://zycrypto.com/analysts-warns-of-crypto-market-top-as-fomo-hits-bitcoin-ether/,1682071612,"Bitcoin has been on a tear since the beginning of the year, recouping over half of the losses incurred during the 2021-2022 bear cycle.
Last week, the worlds most popular cryptocurrency rose as high [+2608 chars]"
63,"Bitcoin, Ether decline; equities fall amid U.S.-China tension",Forkast.news,"Bitcoin and Ether fell by the end of Asian trading hours on Friday afternoon, together with all top 10 non-stablecoin cryptocurrencies by market capitalization apart from the BNB token. Asian equities declined along with U.S. futures, amid mounting political ",https://forkast.news/headlines/markets-bitcoin-ether-decline-equities-fall-u-s-china-tension/,1682071304,"Bitcoin and Ether fell by the end of Asian trading hours on Friday afternoon, together with all top 10 non-stablecoin cryptocurrencies by market capitalization apart from the BNB token. Asian equitie [+3081 chars]"
64,Newly Passed Texas Bill Will Boost Accountability Of Cryptocurrency Exchanges,Bitcoinist,"It has been quite an interesting week for the crypto industry as major cryptocurrency exchanges, including Binance and Coinbase, took a spotlight in the news. While news of digital asset regulations has lingered for a while, the House of Representatives in Te",https://bitcoinist.com/texas-bill-boost-accountability-cryptocurrency/,1682071247,"It has been quite an interesting week for the crypto industry as major cryptocurrency exchanges, including Binance and Coinbase, took a spotlight in the news. While news of digital asset regulations  [+3300 chars]"
65,"VC firm Paradigm criticizes SECs brute force regulation policy, details inside",Ambcrypto.com,Web3 VC firm Paradigm has criticized SEC Chair Gary Gensler's crypto regulation as bad policy in a policy paper. The firm argued that crypto asset markets differ from securities markets and a new framework is needed to regulate the crypto space.,https://ambcrypto.com/vc-firm-paradigm-criticizes-secs-brute-force-regulation-policy-details-inside/,1682071238,"<ul><li>Paradigm, a Web3 VC firm, criticized SEC Chair Gary Genslers brute force crypto regulation as bad policy.</li><li>The firm claimed that SEC failed to give crypto users and investors necess [+2840 chars]"
66,Bank Nears End of Crypto Service Termination,Biztoc.com,"Metropolitan Commercial Bank is nearing the end of its cryptocurrency-related service termination. The banks recent SEC filing revealed that only $278.5 million in crypto-related deposits remained as of March 31, 2023. In comparison, the banks core deposits",https://biztoc.com/x/dc08a8b65917423b,1682071209,Metropolitan Commercial Bank is nearing the end of its cryptocurrency-related service termination. The banks recent SEC filing revealed that only $278.5 million in crypto-related deposits remained as [+289 chars]
67,Hong Kong High Court rules for the first time: cryptocurrencies are property capable of being held on trust,Regulationtomorrow.com,"Introduction In a landmark decision on the legal status of digital assets in Hong Kong handed down on 31 March 2023, the Court of First Instance, in ReGatecoin Limited[1], has ruled that cryptocurrencies satisfy the definition of property under Hong Kong l",https://www.regulationtomorrow.com/asia/hong-kong-high-court-rules-for-the-first-time-cryptocurrencies-are-property-capable-of-being-held-on-trust/,1682070912,"Introduction
In a landmark decision on the legal status of digital assets in Hong Kong handed down on 31 March 2023, the Court of First Instance, in ReGatecoin Limited[1], has ruled that cryptocurr [+4379 chars]"
68,N.K. Hackers Employ Matryoshka Doll-Style Cascading Supply Chain Attack on 3CX,Internet,"The supply chain attack targeting 3CX was the result of a prior supply chain compromise associated with a different company, demonstrating a new level of sophistication with North Korean threat actors.Google-owned Mandiant, which istrackingthe attack event",https://thehackernews.com/2023/04/nk-hackers-employ-matryoshka-doll-style.html,1682070900,"The supply chain attack targeting 3CX was the result of a prior supply chain compromise associated with a different company, demonstrating a new level of sophistication with North Korean threat actor [+5348 chars]"
69,Gary Genslers creation of confusion is a toe-curling problem for crypto,City A.M.,Jason Deane explains why he's still unfurling his toes after watching a particularly painful episode of the Gary Gensler Show.The post Gary Genslers creation of confusion is a toe-curling problem for crypto appeared first on CityAM.,https://www.cityam.com/gary-genslers-creation-of-confusion-is-a-toe-curling-problem-for-crypto/,1682070813,"Friday 21 April 2023 10:53 am
The week in review
with Jason Deane
The Easter break may have slowed the news down, but crypto, of course, never sleeps. There have been a whole host of eventful mome [+8261 chars]"
70,Flash News: OKX Lists Alchemy Pay and Liquity for Spot Trading,GlobeNewswire,"VICTORIA, Seychelles, April 21, 2023 (GLOBE NEWSWIRE) -- OKX, the world-leading cryptocurrency platform, today announced that it listed Alchemy Pay (ACH) and Liquity (LQTY) on its spot trading markets on April 21.",https://www.globenewswire.com/news-release/2023/04/21/2651784/0/en/Flash-News-OKX-Lists-Alchemy-Pay-and-Liquity-for-Spot-Trading.html,1682070600,"VICTORIA, Seychelles, April 21, 2023 (GLOBE NEWSWIRE) -- OKX
, the world-leading cryptocurrency platform, today announced that it listed Alchemy Pay (ACH) and Liquity (LQTY) on its spot trading mark [+2958 chars]"
71,"Ark's Cathie Wood once again hypes Tesla  expecting her darling stock to hit $2,000 in five years thanks to a robotaxi boom",Business Insider,"Cathie Wood said Tesla stock could hit $2,000 by 2027 thanks to a robotaxi boom, marking a 1,127% surge from the carmaker's current share price.",https://markets.businessinsider.com/news/stocks/cathie-wood-tesla-outlook-stock-could-hit-2000-by-2027-2023-4,1682070418,"Ark Invest's Cathie Wood.Photo by Marco Bello/Getty Images
<ul>
<li>Famed money manager Cathie Wood has made an eye-popping prediction about Tesla, once again.</li>
<li>The Ark Invest CEO said the  [+2162 chars]"
72,Bitcoin is up 72% in 2023. Is crypto winter finally over?,Biztoc.com,"A regulatory crackdown, a banking collapse, and persistent inflation seemingly would spell trouble for the health of the crypto industry, but Bitcoin, Ether, and other marquee tokens have skyrocketed since the beginning of 2023. Bitcoin, the largest cryptocur",https://biztoc.com/x/3403c31c718ea8bc,1682069887,"A regulatory crackdown, a banking collapse, and persistent inflation seemingly would spell trouble for the health of the crypto industry, but Bitcoin, Ether, and other marquee tokens have skyrocketed [+313 chars]"
73,ChatGPT fans need 'defensive mindset' to avoid scammers and malware,Theregister.com,"Palo Alto Networks spots suspicious activity spikes such as naughty domains, phishing, and worseChatGPT fans need to adopt a ""defensive mindset"" because scammers have started using multiple methods to trick the bot's users into downloading malware or sharing",https://www.theregister.com/2023/04/21/crooks_chatgpt_schemes/,1682069594,"ChatGPT fans need to adopt a ""defensive mindset"" because scammers have started using multiple methods to trick the bot's users into downloading malware or sharing sensitive information.
Researchers  [+4256 chars]"
74,Euro-Backed Stablecoin Under Development By Societe Generale,Biztoc.com,"A stablecoin pegged to the euro, EUR CoinVertible, is being launched by Societe Generale-Forge (SG-Forge), breaking new ground in the world of cryptocurrency. This move is set to shake up the digital currency market by offering institutional clients a new way",https://biztoc.com/x/d96b4ef72826f47a,1682069526,"A stablecoin pegged to the euro, EUR CoinVertible, is being launched by Societe Generale-Forge (SG-Forge), breaking new ground in the world of cryptocurrency.This move is set to shake up the digital  [+316 chars]"
75,Cardanos Exciting Progress: EMURGO CEO Ken Kodama Shares Top 5 Trends,CryptoGlobe,"On Thursday (April 20), Ken Kodama, Founder and CEO of EMURGO, the official commercial arm and founding member of the Cardano blockchain, highlighted notable trends taking shape within the Cardano ecosystem. Yesterday, Kodama shared a LinkedIn note outlining ",https://www.cryptoglobe.com/latest/2023/04/cardanos-exciting-progress-emurgo-ceo-ken-kodama-shares-top-5-trends/,1682069459,"On Thursday (April 20), Ken Kodama, Founder and CEO of EMURGO, the official commercial arm and founding member of the Cardano blockchain, highlighted notable trends taking shape within the Cardano ec [+3252 chars]"
76,"Brazil Reportedly Probing Binance for Offering Cryptocurrency Derivatives, Company Refutes Allegations",Gadgets360.com,"Binance is reportedly being investigated by the Brazilian Securities and Exchange Commission (SEC). The Brazilian authorities have evidence on Binance letting Brazilian nations invest in crypto derivatives despite it being banned in 2020 in the country, accor",https://www.gadgets360.com/cryptocurrency/news/binance-brazil-probe-offering-derivatives-flout-crypto-law-company-refutes-allegations-report-3967631,1682069346,Binance reportedly faces a probe in Brazil for allegedly allowing its users in the country to dodge a law that prevents them from investing in cryptocurrency derivatives. The company is currently und [+2335 chars]
77,Euro-Backed Stablecoin Under Development By Societe Generale,Bitcoinist,"A stablecoin pegged to the euro, EUR CoinVertible, is being launched by Societe Generale-Forge (SG-Forge), breaking new ground in the world of cryptocurrency. This move is set to shake up the digital currency market by offering institutional clients a new way",https://bitcoinist.com/euro-backed-stablecoin-under-development/,1682068731,"A stablecoin pegged to the euro, EUR CoinVertible, is being launched by Societe Generale-Forge (SG-Forge), breaking new ground in the world of cryptocurrency.
This move is set to shake up the digita [+3363 chars]"
78,The next Apple? 5 stocks poised for massive growth in 2023,Finbold.com,It is no surprise that Apple (NASDAQ: AAPL) has long had a reputation on the stock market as one of  ContinuedThe post The next Apple? 5 stocks poised for massive growth in 2023 appeared first on Finbold.,https://finbold.com/the-next-apple-5-stocks-poised-for-massive-growth-in-2023/,1682068303,It is no surprise that Apple (NASDAQ: AAPL) has long had a reputation on the stock market as one of its best performers and an example to blue-chip stocks and other businesses vying to achieve the sa [+5125 chars]
79,Brazilian Authorities To Probe Binance After Stop Order Fiasco,Biztoc.com,"The worlds largest cryptocurrency exchange, Binance, is facing a probe in Brazil, with authorities confirming the launch of an official investigation into the exchange. Authorities allege that Binance failed to respond to a stop order, directing it to stop s",https://biztoc.com/x/07babeb444a2aeca,1682067882,"The worlds largest cryptocurrency exchange, Binance, is facing a probe in Brazil, with authorities confirming the launch of an official investigation into the exchange. Authorities allege that Binanc [+317 chars]"
80,Lessons Learned From 2022s Biggest Data Breaches And Privacy Violations - Sandy Carielli - ESW #314,Libsyn.com,"With over 1 billion records exposed in just the top 35 breaches, over $2.6 billion stolen in the top nine cryptocurrency breaches, and over $2.7 billion in fines levied to the top 35 violators, lessons abound for security teams. We will walk through some of t",https://eswvideo.libsyn.com/lessons-learned-from-2022-s-biggest-data-breaches-and-privacy-violations-sandy-carielli-esw-314,1682067600,"With over 1 billion records exposed in just the top 35 breaches, over $2.6 billion stolen in the top nine cryptocurrency breaches, and over $2.7 billion in fines levied to the top 35 violators, lesso [+431 chars]"
81,Lessons Learned From 2022s Biggest Data Breaches And Privacy Violations - Sandy Carielli - ESW #314,Libsyn.com,"With over 1 billion records exposed in just the top 35 breaches, over $2.6 billion stolen in the top nine cryptocurrency breaches, and over $2.7 billion in fines levied to the top 35 violators, lessons abound for security teams. We will walk through some of t",https://securityweeklytv.libsyn.com/lessons-learned-from-2022-s-biggest-data-breaches-and-privacy-violations-sandy-carielli-esw-314,1682067600,"With over 1 billion records exposed in just the top 35 breaches, over $2.6 billion stolen in the top nine cryptocurrency breaches, and over $2.7 billion in fines levied to the top 35 violators, lesso [+431 chars]"
82,Trump touts authoritarian vision for second term: I am your justice,The Washington Post,"The former president is proposing deploying the military domestically, purging the federal workforce and building futuristic cities from scratch.",https://www.washingtonpost.com/elections/2023/04/21/trump-agenda-policies-2024/,1682067600,"Comment on this story
Comment
Mandatory stop-and-frisk. Deploying the military to fight street crime, break up gangs and deport immigrants. Purging the federal workforce and charging leakers.
Form [+19145 chars]"
83,Brazilian Authorities To Probe Binance After Stop Order Fiasco,Crypto Daily,"The worlds largest cryptocurrency exchange, Binance, is facing a probe in Brazil, with authorities confirming the launch of an official investigation into the exchange.Authorities allege that Binance failed to respond to a stop order, directing it to stop ",https://cryptodaily.co.uk/2023/04/brazilian-authorities-to-probe-binance-after-stop-order-fiasco,1682067180,"The worlds largest cryptocurrency exchange, Binance, is facing a probe in Brazil, with authorities confirming the launch of an official investigation into the exchange.
Authorities allege that Bin [+3823 chars]"
84,3 cryptocurrencies to avoid trading in May,Biztoc.com,"The cryptocurrency industry is bustling with digital assets of all shapes and sizes, providing various opportunities for investors to earn income from trading them. However, there are also some that might be wise to avoid trading, at least for the time being.",https://biztoc.com/x/e400dc92d4c48172,1682067126,"The cryptocurrency industry is bustling with digital assets of all shapes and sizes, providing various opportunities for investors to earn income from trading them. However, there are also some that  [+312 chars]"
85,AXS Nurses Losses as Axie Infinity's $156M Token Unlock Looms,Biztoc.com,"Jenny will discuss developing crypto-linked investment products in a bear market, the mood among her clients and her lon... Jenny will discuss developing crypto-linked investment products in a bear market, the mood among her clients and her lon... At press ti",https://biztoc.com/x/c94fc84a188c8e9a,1682067007,"Jenny will discuss developing crypto-linked investment products in a bear market, the mood among her clients and her lon...Jenny will discuss developing crypto-linked investment products in a bear ma [+256 chars]"
86,Shiba Inu Gets Stuck In Price Range,Biztoc.com,"the beloved meme-inspired cryptocurrency, is feeling the heat as the entire crypto market bleeds red on April 21. But unlike some of its peers, Shiba Inu seems to be stuck in a price range, leaving investors wondering if its the calm before the storm or the ",https://biztoc.com/x/b1c271d88a0efb40,1682066887,", the beloved meme-inspired cryptocurrency, is feeling the heat as the entire crypto market bleeds red on April 21. But unlike some of its peers, Shiba Inu seems to be stuck in a price range, leaving [+308 chars]"
87,How to Make Your Own Cryptocurrency: A Useful Guide,Slashdot.org,"Businesses are currently looking into ways to develop their own cryptocurrency and find the best companies that provide a range of cryptocurrency development services and use it to increase productivity and operational effectiveness. In this article, find out",https://slashdot.org/submission/17218776/how-to-make-your-own-cryptocurrency-a-useful-guide,1682066881,Businesses are currently looking into ways to develop their own cryptocurrency and find the best companies that provide a range of cryptocurrency development services and use it to increase productiv [+2991 chars]
88,3 cryptocurrencies to avoid trading in May,Finbold.com,"The cryptocurrency industry is bustling with digital assets of all shapes and sizes, providing various opportunities for investors to earn  ContinuedThe post 3 cryptocurrencies to avoid trading in May appeared first on Finbold.",https://finbold.com/3-cryptocurrencies-to-avoid-trading-in-may/,1682066638,"The cryptocurrency industry is bustling with digital assets of all shapes and sizes, providing various opportunities for investors to earn income from trading them. However, there are also some that  [+2812 chars]"
89,Fugitive Crypto Exchange Founder Faruk Ozer Extradited to Turkey,Biztoc.com,Albania has extradited the founder of Turkish cryptocurrency exchange Thodex to his home country where he is charged with defrauding investors. The crypto entrepreneur disappeared after his trading platform unexpectedly went offline in the spring of 2021 and ,https://biztoc.com/x/42370480a4d9caa8,1682066526,Albania has extradited the founder of Turkish cryptocurrency exchange Thodex to his home country where he is charged with defrauding investors. The crypto entrepreneur disappeared after his trading p [+313 chars]
90,Gemini flags big plans for Asia with India hub and regional CEO,Investing.com,Gemini flags big plans for Asia with India hub and regional CEO,https://www.investing.com/news/cryptocurrency-news/gemini-flags-big-plans-for-asia-with-india-hub-and-regional-ceo-3061317,1682066408,"United States-based cryptocurrency exchange Gemini has announced plans to tap into Indias pool of top tech talent with the establishment of a new engineering hub in the country.
In an April 20 stat [+327 chars]"
91,"Ripple Survey Shows Payment Leaders Recognize Crypto Benefits, Cite Regulations as Barrier",Biztoc.com,Ripple fetched the data from a recent crypto and blockchain-focused survey with the Faster Payments Council. A recent Ripple report reveals that key payment industry leaders think blockchain and cryptocurrency can effectively enhance the payment sector. Howev,https://biztoc.com/x/4332371470b48880,1682065925,Ripple fetched the data from a recent crypto and blockchain-focused survey with the Faster Payments Council.A recent Ripple report reveals that key payment industry leaders think blockchain and crypt [+292 chars]
92,AXS Nurses Losses as Axie Infinity's $156M Token Unlock Looms,CoinDesk,"Token unlocks are widely seen as bearish catalysts. However, the latest price drop probably stems from a wider market swoon.",https://www.coindesk.com/markets/2023/04/21/axs-nurses-losses-as-axie-infinitys-156m-token-unlock-looms/,1682065872,"Axie Infinity's AXS cryptocurrency is nursing losses ahead of Sunday's planned unlocking of millions of dollars worth of the blockchain-based, play-to-earn project's tokens.
At press time, the AXS p [+1927 chars]"
93,"MOOI Network Lists on MEXC, Increasing Accessibility for its Ecosystem",CryptoGlobe,"Singapore, Singapore, April 21st, 2023, Chainwire MOOI Network, the blockchain ecosystem designed for game projects, is thrilled to announce the listing of its governance token, $MOOI, onMEXC Global, a prominent cryptocurrency exchange. The listing is schedu",https://www.cryptoglobe.com/latest/2023/04/mooi-network-lists-on-mexc-increasing-accessibility-for-its-ecosystem/,1682064678,"Singapore, Singapore, April 21st, 2023, Chainwire
MOOI Network, the blockchain ecosystem designed for game projects, is thrilled to announce the listing of its governance token, $MOOI, onMEXC Globa [+3201 chars]"
94,"Bitcoin, Ethereum Nearing ~$1 Billion Worth Options Expiry",Biztoc.com,"have both fallen from their yearly highs of $30,979 and $2,129 respectively. Furthermore, both projects are getting close to witnessing a total of almost $1 billion worth of options expiry. Recent cryptocurrency derivatives trading has focused more on Ethereu",https://biztoc.com/x/9133735b288165ef,1682064610,"and Ethereum (ETH) have both fallen from their yearly highs of $30,979 and $2,129 respectively. Furthermore, both projects are getting close to witnessing a total of almost $1 billion worth of option [+322 chars]"
95,Revolutionising Bitcoin Mining: The Emergence of Hashrate Collectibles,Crypto Daily,"Bitcoin mining has faced increasing scrutiny in recent years due to its significant energy consumption and environmental impact. According to estimates, the energy consumption of the Bitcoin network exceeds that of entire countries, and the carbon footprint o",https://cryptodaily.co.uk/2023/04/revolutionising-bitcoin-mining-the-emergence-of-hashrate-collectibles,1682064064,"Bitcoin mining has faced increasing scrutiny in recent years due to its significant energy consumption and environmental impact. According to estimates, the energy consumption of the Bitcoin network  [+4724 chars]"
96,The SEC Has Caused Untold Harm To America: Coinbase CEO,Investing.com,The SEC Has Caused Untold Harm To America: Coinbase CEO,https://www.investing.com/news/cryptocurrency-news/the-sec-has-caused-untold-harm-to-america-coinbase-ceo-3061280,1682064008,"<ul><li>Coinbase (NASDAQ:COIN) CEO, Brian Armstrong, spent an entire day in Washington DC discussing crypto regulation with Congress members.</li><li>Armstrong highlighted the need for regulatory cla [+2488 chars]"
97,"Crypto Price Today: Bitcoin drops below $28,100k; Dogecoin, XRP shed up to 8%",The Times of India,"Bitcoin and Ethereum both suffered losses, with Bitcoin dropping 3.35% to $28,026 and Ethereum falling below the $1,950 level. Other major cryptocurrencies also traded lower, with Dogecoin declining by over 8%. The global cryptocurrency market cap decreased b",https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-prices-today-live-news-bitcoin-dogecoin-ethereum-shibha-inu-cryptocurrency-latest-updates-21-april-2023/articleshow/99662475.cms,1682063707,"Most of the cryptocurrencies were trading in the red on Friday. Bitcoin (BTC) fell 3.35% to $28,026, whereas Ethereum (ETH) was below the $1,950 level.""Bitcoin dropped for the second consecutive sess [+2419 chars]"
98,Gemini flags big plans for Asia with India hub and regional CEO,Biztoc.com,"United States-based cryptocurrency exchange Gemini announced the establishment of a new engineering hub in India with plans to tap into the countrys pool of top tech talent. In an April 20 statement, Geminis Global CTO Pravjit Tiwana announced Gemini is in",https://biztoc.com/x/a3378e6e28f7af3e,1682063166,"United States-based cryptocurrency exchange Gemini announced the establishment of a new engineering hub in India with plans to tap into the countrys pool of top tech talent.In an April 20 statement,  [+308 chars]"
99,Post-Merge Ethereum: $4.9B in potential supply growth averted through Proof-of-Stake transition,Biztoc.com,"It has been 217 days since the Merge when Ethereum (ETH) shifted from the energy-intensive Proof-of-Work (PoW) consensus mechanism to the eco-friendly Proof-of-Stake (PoS) consensus mechanism. Since then, the cryptocurrency has seen a significant drop in its ",https://biztoc.com/x/7ddcad8660bc1b62,1682063047,It has been 217 days since the Merge when Ethereum (ETH) shifted from the energy-intensive Proof-of-Work (PoW) consensus mechanism to the eco-friendly Proof-of-Stake (PoS) consensus mechanism.Since t [+274 chars]
